TransactionId,LicenseId,Action,Hash,Package,MobileModel,MobileManufacturer,UniqueDeviceId,TransactionTimeinEPOCH,TransactionTimeinUTC,CreatedAtUTC,CardType,SdkVersion,TransactionType,DocSubType,CardSide,CardFrom
OCR1705991390b0c13b44671b0106,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,LM-X210,LGE,b0c13b44671b0106,1705991390979,"2024-01-23 06:29:50","2024-01-23 06:32 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170599155213867d2bf96a595e,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,2304FPN6DG,Xiaomi,13867d2bf96a595e,1705991552691,"2024-01-23 06:32:32","2024-01-23 06:32 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705991551c3b4722868583af2,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,SM-A045M,samsung,c3b4722868583af2,1705991551070,"2024-01-23 06:32:31","2024-01-23 06:33 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17059915772c683304023cacaf,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,TFY-LX3,HONOR,2c683304023cacaf,1705991577409,"2024-01-23 06:32:57","2024-01-23 06:33 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170599160813867d2bf96a595e,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,2304FPN6DG,Xiaomi,13867d2bf96a595e,1705991608483,"2024-01-23 06:33:28","2024-01-23 06:33 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170599160181e39844667aa9c0,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,SM-G970U,samsung,81e39844667aa9c0,1705991601383,"2024-01-23 06:33:21","2024-01-23 06:33 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705991609162470e1f80faa61,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,RMX2202,realme,162470e1f80faa61,1705991609683,"2024-01-23 06:33:29","2024-01-23 06:34 AM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170599165813867d2bf96a595e,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,2304FPN6DG,Xiaomi,13867d2bf96a595e,1705991658289,"2024-01-23 06:34:18","2024-01-23 06:34 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17059916423198e567e8e1349f,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,M2102J20SG,Xiaomi,3198e567e8e1349f,1705991642430,"2024-01-23 06:34:02","2024-01-23 06:34 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705991664162470e1f80faa61,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,RMX2202,realme,162470e1f80faa61,1705991664839,"2024-01-23 06:34:24","2024-01-23 06:34 AM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170599170781e39844667aa9c0,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,SM-G970U,samsung,81e39844667aa9c0,1705991707082,"2024-01-23 06:35:07","2024-01-23 06:35 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705991710c1728804e6ac8d94,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,CPH2239,OPPO,c1728804e6ac8d94,1705991710829,"2024-01-23 06:35:10","2024-01-23 06:36 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705991931bc0768121b9d1767,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,M2101K7BNY,Xiaomi,bc0768121b9d1767,1705991931060,"2024-01-23 06:38:51","2024-01-23 06:40 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17059920173198e567e8e1349f,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,M2102J20SG,Xiaomi,3198e567e8e1349f,1705992017826,"2024-01-23 06:40:17","2024-01-23 06:40 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705992034851aa07f442fa144,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,23028RA60L,Xiaomi,851aa07f442fa144,1705992034925,"2024-01-23 06:40:34","2024-01-23 06:41 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705992078c1728804e6ac8d94,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,CPH2239,OPPO,c1728804e6ac8d94,1705992078776,"2024-01-23 06:41:18","2024-01-23 06:41 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17059920728698ca7c4fa839b2,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,V2118,vivo,8698ca7c4fa839b2,1705992072561,"2024-01-23 06:41:12","2024-01-23 06:41 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17059921398de0b75bcfb5dad5,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"moto e(7)",motorola,8de0b75bcfb5dad5,1705992139672,"2024-01-23 06:42:19","2024-01-23 06:43 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17059923088698ca7c4fa839b2,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,V2118,vivo,8698ca7c4fa839b2,1705992308412,"2024-01-23 06:45:08","2024-01-23 06:45 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17059923834694cf4fb9ae8c61,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,22021211RG,Xiaomi,4694cf4fb9ae8c61,1705992383468,"2024-01-23 06:46:23","2024-01-23 06:46 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705992350a4fb646c319ae9cd,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,SM-A035M,samsung,a4fb646c319ae9cd,1705992350542,"2024-01-23 06:45:50","2024-01-23 06:46 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705992435e306e26372c4e298,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,23026RN54G,Xiaomi,e306e26372c4e298,1705992435703,"2024-01-23 06:47:15","2024-01-23 06:48 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705992556bc0768121b9d1767,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,M2101K7BNY,Xiaomi,bc0768121b9d1767,1705992556372,"2024-01-23 06:49:16","2024-01-23 06:50 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17059924989d9e86689d544c35,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"moto g(9) power",motorola,9d9e86689d544c35,1705992498060,"2024-01-23 06:48:18","2024-01-23 06:50 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705992607bc0768121b9d1767,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,M2101K7BNY,Xiaomi,bc0768121b9d1767,1705992607345,"2024-01-23 06:50:07","2024-01-23 06:51 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705992699b871b55b8f40691c,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"moto g22",motorola,b871b55b8f40691c,1705992699345,"2024-01-23 06:51:39","2024-01-23 06:52 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705992743bc0768121b9d1767,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,M2101K7BNY,Xiaomi,bc0768121b9d1767,1705992743363,"2024-01-23 06:52:23","2024-01-23 06:53 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705992832cb0fc37758583e9d,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,SM-A107M,samsung,cb0fc37758583e9d,1705992832224,"2024-01-23 06:53:52","2024-01-23 06:57 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705993016ae16bd95c234da77,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,VNE-LX3,HONOR,ae16bd95c234da77,1705993016365,"2024-01-23 06:56:56","2024-01-23 06:57 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705993112e4ce30469a73713c,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,22041219PG,Xiaomi,e4ce30469a73713c,1705993112161,"2024-01-23 06:58:32","2024-01-23 06:58 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705993109849e8972220a40c0,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,CPH2269,OPPO,849e8972220a40c0,1705993109757,"2024-01-23 06:58:29","2024-01-23 06:59 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17059931975f5672caf5f2459a,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,CPH2363,OPPO,5f5672caf5f2459a,1705993197054,"2024-01-23 06:59:57","2024-01-23 07:01 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705993405e60a1b69ba8f3312,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,VNE-LX3,HONOR,e60a1b69ba8f3312,1705993405249,"2024-01-23 07:03:25","2024-01-23 07:04 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170599342474483af414e73852,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,23013PC75G,Xiaomi,74483af414e73852,1705993424013,"2024-01-23 07:03:44","2024-01-23 07:04 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17059937107b524a678264031c,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"moto g(60)",motorola,7b524a678264031c,1705993710601,"2024-01-23 07:08:30","2024-01-23 07:09 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705993678bb1a0658689bc560,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,SM-A045M,samsung,bb1a0658689bc560,1705993678094,"2024-01-23 07:07:58","2024-01-23 07:09 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705993687c8ddda60c5dc4ca5,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,SM-A022M,samsung,c8ddda60c5dc4ca5,1705993687358,"2024-01-23 07:08:07","2024-01-23 07:09 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705993771a61b12fb273f2a48,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,SM-G975U,samsung,a61b12fb273f2a48,1705993771262,"2024-01-23 07:09:31","2024-01-23 07:09 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705993793e59a6b47e3f86c24,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,RMX3710,realme,e59a6b47e3f86c24,1705993793003,"2024-01-23 07:09:53","2024-01-23 07:10 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705993870e59a6b47e3f86c24,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,RMX3710,realme,e59a6b47e3f86c24,1705993870796,"2024-01-23 07:11:10","2024-01-23 07:11 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705993938e59a6b47e3f86c24,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,RMX3710,realme,e59a6b47e3f86c24,1705993938509,"2024-01-23 07:12:18","2024-01-23 07:12 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170386551840e13fe7fef55598,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"moto g(8) plus",motorola,40e13fe7fef55598,1703865518965,"2023-12-29 15:58:38","2024-01-23 07:24 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170599461840e13fe7fef55598,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"moto g(8) plus",motorola,40e13fe7fef55598,1705994618426,"2024-01-23 07:23:38","2024-01-23 07:24 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17059945380ad15fb50516fa57,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,DUB-LX3,HUAWEI,0ad15fb50516fa57,1705994538138,"2024-01-23 07:22:18","2024-01-23 07:26 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705995146d7a569041c6f3a7e,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,CPH2205,OPPO,d7a569041c6f3a7e,1705995146253,"2024-01-23 07:32:26","2024-01-23 07:33 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170599540122ea11f849243ee5,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,CPH1941,OPPO,22ea11f849243ee5,1705995401963,"2024-01-23 07:36:41","2024-01-23 07:37 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705995473efd99a40ccea7d84,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,SM-G960U,samsung,efd99a40ccea7d84,1705995473359,"2024-01-23 07:37:53","2024-01-23 07:38 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170599544088dd4e3b9897eca0,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"moto g82 5G",motorola,88dd4e3b9897eca0,1705995440115,"2024-01-23 07:37:20","2024-01-23 07:39 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705995591cbb660e9d46ffbb1,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,SM-A245M,samsung,cbb660e9d46ffbb1,1705995591195,"2024-01-23 07:39:51","2024-01-23 07:40 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170599558888dd4e3b9897eca0,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"moto g82 5G",motorola,88dd4e3b9897eca0,1705995588340,"2024-01-23 07:39:48","2024-01-23 07:40 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705995654d5d657a7cac9ab26,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"moto g31",motorola,d5d657a7cac9ab26,1705995654945,"2024-01-23 07:40:54","2024-01-23 07:41 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705995778154c71a198d51ee4,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,RKY-LX3,HONOR,154c71a198d51ee4,1705995778182,"2024-01-23 07:42:58","2024-01-23 07:43 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170599585840e13fe7fef55598,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"moto g(8) plus",motorola,40e13fe7fef55598,1705995858152,"2024-01-23 07:44:18","2024-01-23 07:44 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17059963323a1170599317e293,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,2201117TL,Xiaomi,3a1170599317e293,1705996332769,"2024-01-23 07:52:12","2024-01-23 07:52 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705996299aac99a194aab4586,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"moto e20",motorola,aac99a194aab4586,1705996299078,"2024-01-23 07:51:39","2024-01-23 07:53 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170599646887861b138d41c06d,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,SM-A336M,samsung,87861b138d41c06d,1705996468427,"2024-01-23 07:54:28","2024-01-23 07:55 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170599648451b1d618ad37205f,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,SM-A037U,samsung,51b1d618ad37205f,1705996484879,"2024-01-23 07:54:44","2024-01-23 07:55 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170599661787861b138d41c06d,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,SM-A336M,samsung,87861b138d41c06d,1705996617308,"2024-01-23 07:56:57","2024-01-23 07:57 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17059966351b9b550565377e5d,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"moto e20",motorola,1b9b550565377e5d,1705996635375,"2024-01-23 07:57:15","2024-01-23 07:57 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170599688732c3a3c669490434,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"moto e22i",motorola,32c3a3c669490434,1705996887878,"2024-01-23 08:01:27","2024-01-23 08:03 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705997084fff19bfe5c4de9fc,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,JKM-LX3,HUAWEI,fff19bfe5c4de9fc,1705997084325,"2024-01-23 08:04:44","2024-01-23 08:05 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705997070328ebf9214d3ed2f,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,SM-A115M,samsung,328ebf9214d3ed2f,1705997070917,"2024-01-23 08:04:30","2024-01-23 08:05 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170599721932c3a3c669490434,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"moto e22i",motorola,32c3a3c669490434,1705997219208,"2024-01-23 08:06:59","2024-01-23 08:07 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170599753712573672a5745935,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,MAR-LX3A,HUAWEI,12573672a5745935,1705997537444,"2024-01-23 08:12:17","2024-01-23 08:12 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705997693328ebf9214d3ed2f,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,SM-A115M,samsung,328ebf9214d3ed2f,1705997693400,"2024-01-23 08:14:53","2024-01-23 08:15 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17059978335257d426bbabf734,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,RKY-LX3,HONOR,5257d426bbabf734,1705997833952,"2024-01-23 08:17:13","2024-01-23 08:17 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705997846bc2740e0b5085535,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"moto g(60)",motorola,bc2740e0b5085535,1705997846127,"2024-01-23 08:17:26","2024-01-23 08:18 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170599789413a91fcf1caea881,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,SM-A217M,samsung,13a91fcf1caea881,1705997894577,"2024-01-23 08:18:14","2024-01-23 08:18 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705998025bda8d2dfbd9acc00,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,SM-A225M,samsung,bda8d2dfbd9acc00,1705998025425,"2024-01-23 08:20:25","2024-01-23 08:21 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705998573f1f3d053ace05077,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,M2101K7BL,Xiaomi,f1f3d053ace05077,1705998573457,"2024-01-23 08:29:33","2024-01-23 08:29 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17059987074dd454e77b5d9979,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"moto g(8) play",motorola,4dd454e77b5d9979,1705998707912,"2024-01-23 08:31:47","2024-01-23 08:32 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705999154f1f3d053ace05077,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,M2101K7BL,Xiaomi,f1f3d053ace05077,1705999154800,"2024-01-23 08:39:14","2024-01-23 08:39 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705999422bf474126ac6c10be,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,2212ARNC4L,Xiaomi,bf474126ac6c10be,1705999422669,"2024-01-23 08:43:42","2024-01-23 08:44 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705999554285a98f5a28ee727,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"motorola edge 20",motorola,285a98f5a28ee727,1705999554914,"2024-01-23 08:45:54","2024-01-23 08:46 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705999570f9b429c5ed578703,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"ZTE Blade A5 2020",ZTE,f9b429c5ed578703,1705999570964,"2024-01-23 08:46:10","2024-01-23 08:47 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705999657fded3c09ae8827f9,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"ZTE Blade V10",ZTE,fded3c09ae8827f9,1705999657242,"2024-01-23 08:47:37","2024-01-23 08:48 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1705999709285a98f5a28ee727,2172,CAPTURE,79EF7554CC46127FDB5C007E5D9FDB0E86872E14,mx.bancosantander.supermovil,"motorola edge 20",motorola,285a98f5a28ee727,1705999709143,"2024-01-23 08:48:29","2024-01-23 08:48 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
