TransactionId,LicenseId,Action,Hash,Package,MobileModel,MobileManufacturer,UniqueDeviceId,TransactionTimeinEPOCH,TransactionTimeinUTC,CreatedAtUTC,CardType,SdkVersion,TransactionType,DocSubType,CardSide,CardFrom
OCR170430122596c1f72b17d447fc,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,96c1f72b17d447fc,1704301225760,"2024-01-03 17:00:25","2024-01-05 07:00 PM",POA_CFE,2.12.6,VALID,,,
OCR170430135296c1f72b17d447fc,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,96c1f72b17d447fc,1704301352489,"2024-01-03 17:02:32","2024-01-05 07:00 PM",POA_TELMEX,2.12.6,VALID,,,
OCR170430512096c1f72b17d447fc,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,96c1f72b17d447fc,1704305120341,"2024-01-03 18:05:20","2024-01-05 07:00 PM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170432196596c1f72b17d447fc,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,96c1f72b17d447fc,1704321965679,"2024-01-03 22:46:05","2024-01-05 07:00 PM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170432229296c1f72b17d447fc,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,96c1f72b17d447fc,1704322292358,"2024-01-03 22:51:32","2024-01-05 07:00 PM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170432235096c1f72b17d447fc,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,96c1f72b17d447fc,1704322350791,"2024-01-03 22:52:30","2024-01-05 07:00 PM",POA_TELMEX,2.12.6,VALID,,,
OCR170448117596c1f72b17d447fc,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,96c1f72b17d447fc,1704481175431,"2024-01-05 18:59:35","2024-01-05 07:00 PM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170448122296c1f72b17d447fc,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,96c1f72b17d447fc,1704481222466,"2024-01-05 19:00:22","2024-01-05 07:00 PM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170448126796c1f72b17d447fc,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,96c1f72b17d447fc,1704481267309,"2024-01-05 19:01:07","2024-01-05 07:02 PM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170448134096c1f72b17d447fc,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,96c1f72b17d447fc,1704481340398,"2024-01-05 19:02:20","2024-01-05 07:03 PM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170448148796c1f72b17d447fc,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,96c1f72b17d447fc,1704481487866,"2024-01-05 19:04:47","2024-01-05 07:05 PM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170448178696c1f72b17d447fc,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,96c1f72b17d447fc,1704481786433,"2024-01-05 19:09:46","2024-01-05 07:10 PM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170448184296c1f72b17d447fc,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,96c1f72b17d447fc,1704481842400,"2024-01-05 19:10:42","2024-01-05 07:11 PM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170448188296c1f72b17d447fc,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,96c1f72b17d447fc,1704481882784,"2024-01-05 19:11:22","2024-01-05 07:11 PM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170448215296c1f72b17d447fc,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,96c1f72b17d447fc,1704482152972,"2024-01-05 19:15:52","2024-01-05 07:16 PM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17047438361962e3b1bca9b222,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,1962e3b1bca9b222,1704743836654,"2024-01-08 19:57:16","2024-01-08 07:57 PM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17047438831962e3b1bca9b222,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,1962e3b1bca9b222,1704743883661,"2024-01-08 19:58:03","2024-01-08 07:58 PM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17047442151962e3b1bca9b222,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,1962e3b1bca9b222,1704744215977,"2024-01-08 20:03:35","2024-01-08 08:04 PM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR17047607581962e3b1bca9b222,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,sdk_gphone64_arm64,Google,1962e3b1bca9b222,1704760758812,"2024-01-09 00:39:18","2024-01-09 12:40 AM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR170551174796ad62021a48c0fb,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,M2101K6G,Xiaomi,96ad62021a48c0fb,1705511747766,"2024-01-17 17:15:47","2024-01-17 05:20 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR1705512178bc640677e3c8ebdf,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,SM-F936B,samsung,bc640677e3c8ebdf,1705512178436,"2024-01-17 17:22:58","2024-01-17 05:21 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170551234596ad62021a48c0fb,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,M2101K6G,Xiaomi,96ad62021a48c0fb,1705512345514,"2024-01-17 17:25:45","2024-01-17 05:30 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR1705512860bc640677e3c8ebdf,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,SM-F936B,samsung,bc640677e3c8ebdf,1705512860143,"2024-01-17 17:34:20","2024-01-17 05:32 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170551090927225bb9c5e2c115,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,SM-A715F,samsung,27225bb9c5e2c115,1705510909518,"2024-01-17 17:01:49","2024-01-17 05:35 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170551314096ad62021a48c0fb,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,M2101K6G,Xiaomi,96ad62021a48c0fb,1705513140745,"2024-01-17 17:39:00","2024-01-17 05:43 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170551387696ad62021a48c0fb,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,M2101K6G,Xiaomi,96ad62021a48c0fb,1705513876395,"2024-01-17 17:51:16","2024-01-17 05:56 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170551540196ad62021a48c0fb,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,M2101K6G,Xiaomi,96ad62021a48c0fb,1705515401490,"2024-01-17 18:16:41","2024-01-17 06:21 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170551620694b42c26053ae721,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,"motorola edge 20 lite",motorola,94b42c26053ae721,1705516206240,"2024-01-17 18:30:06","2024-01-17 06:30 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170551624296ad62021a48c0fb,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,M2101K6G,Xiaomi,96ad62021a48c0fb,1705516242275,"2024-01-17 18:30:42","2024-01-17 06:35 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170551711096ad62021a48c0fb,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,M2101K6G,Xiaomi,96ad62021a48c0fb,1705517110976,"2024-01-17 18:45:10","2024-01-17 06:49 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170551746996ad62021a48c0fb,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,M2101K6G,Xiaomi,96ad62021a48c0fb,1705517469227,"2024-01-17 18:51:09","2024-01-17 06:55 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170551712627225bb9c5e2c115,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,SM-A715F,samsung,27225bb9c5e2c115,1705517126688,"2024-01-17 18:45:26","2024-01-17 07:19 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170551910596ad62021a48c0fb,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,M2101K6G,Xiaomi,96ad62021a48c0fb,1705519105765,"2024-01-17 19:18:25","2024-01-17 07:23 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170551741527225bb9c5e2c115,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,SM-A715F,samsung,27225bb9c5e2c115,1705517415627,"2024-01-17 18:50:15","2024-01-17 07:29 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170551778027225bb9c5e2c115,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,SM-A715F,samsung,27225bb9c5e2c115,1705517780397,"2024-01-17 18:56:20","2024-01-17 07:29 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170551791027225bb9c5e2c115,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,SM-A715F,samsung,27225bb9c5e2c115,1705517910230,"2024-01-17 18:58:30","2024-01-17 07:32 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170551805527225bb9c5e2c115,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,SM-A715F,samsung,27225bb9c5e2c115,1705518055978,"2024-01-17 19:00:55","2024-01-17 07:34 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR170551819527225bb9c5e2c115,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,SM-A715F,samsung,27225bb9c5e2c115,1705518195396,"2024-01-17 19:03:15","2024-01-17 07:36 PM",MEX_NATIONAL_ID,2.12.7,VALID,,,
OCR1706134480ac4eb03aaa2ffe81,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,SM-F721B,samsung,ac4eb03aaa2ffe81,1706134480292,"2024-01-24 22:14:40","2024-01-24 10:14 PM",MEX_NATIONAL_ID,2.12.6,VALID,,,
OCR1706135093ac4eb03aaa2ffe81,2012,CAPTURE,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,SM-F721B,samsung,ac4eb03aaa2ffe81,1706135093666,"2024-01-24 22:24:53","2024-01-24 10:24 PM",MEX_NATIONAL_ID,2.12.6,VALID,,,
07bba581a2dd8d098a3be0f683560643,2012,ERROR,8FA9FD6F46E93E6944B9D958B8D4371B690E5EC6,mx.bancosantander.supermovil,M2101K7BL,Xiaomi,1e4d023d4ccfe8ae,1704210720889,"2024-01-02 15:52:00","2024-01-02 15:52:58",,2.12.6,INVALID,N
